,W-0,R-0,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,
282561153993,4999,40209,7773,8600,11335,14821,16276,19306,22163,25240,28326,
282561653993,7581,43108,7642,10160,13153,15978,23118,27878,29406,31844,35763,
282562653993,10283,39045,10761,11042,13053,15800,16680,20356,24047,26544,29159,
282563653993,200965,232633,233499,232978,233375,232449,232783,234685,235572,233065,232705,
282564653993,9860,42393,42946,10708,20617,23489,21738,22429,23476,30627,41716,
282568153993,6780,35950,7151,7919,13141,15842,19078,20243,22965,27704,30719,
282568653993,6907,33646,7167,7779,14702,16112,16920,19794,22165,33421,32341,
282569653993,4141,33850,6750,7241,13890,14680,25305,25867,26308,27521,31879,
282573653993,6062,37967,56707,7487,13860,14705,16231,19232,22053,25340,28789,
282576153993,5319,36285,5825,9162,10571,14340,17594,31600,30989,31395,31415,
282577153993,22132,60354,22508,23642,24404,26719,25141,27175,42992,43530,45790,
282578653993,3649,43393,10609,11508,12101,13246,18765,20404,42195,43539,43449,
282579153993,5125,34201,42502,9910,10781,15808,18975,21892,24636,26371,30840,
282579653993,4366,35813,6926,7769,10387,13279,20443,21539,24971,30653,34633,
282582653993,6928,38511,7085,7741,10562,14035,16218,19410,36055,37205,37449,
282583153993,4786,37060,8409,10481,11132,14082,17492,23309,23720,24998,34099,
282583653993,3619,33359,5244,9541,10304,13249,16259,19056,22216,25539,28422,
282584153993,3764,33282,5772,7354,14115,15168,16997,22277,24769,25504,28406,
282585153993,3818,44047,5127,9001,10315,25165,26251,26545,27836,28175,28699,
282588153993,5713,39446,6938,11110,11351,16243,19202,20466,22543,27339,29913,
282590153993,3811,36718,6759,7501,10245,12996,16200,18905,21965,25113,28131,
282590653993,6844,35349,35630,9847,11358,13770,19667,22241,24304,29467,31182,
282591153993,6910,36255,7089,13989,16199,16471,17363,22254,22788,25675,28127,
282592653993,8871,37876,43826,9173,12848,15796,18811,19518,24146,27388,30672,
282593153993,5193,37270,5735,10660,12661,16774,20628,24801,29745,30957,33975,
282595653993,9045,44459,46108,13088,14451,15050,18619,21680,22413,31885,35551,
282596653993,6989,33439,37992,42362,13173,13273,16174,19000,22233,25288,28320,
282597153993,3916,40971,4914,14599,14748,15358,25637,26556,27902,30347,32174,
282599153993,13183,36555,13392,14389,16366,16583,17099,21642,24837,25844,30468,
282600153993,9690,35544,38427,9956,12048,21572,20328,21410,23296,25216,29744,
282600653993,7591,33872,37264,8218,9963,15818,16372,21004,24586,26767,30534,
282601653993,10175,36251,38452,10300,12905,14949,20499,20796,25222,28393,30991,
282602653993,9866,33491,12006,12402,12576,13636,16702,19727,22334,28272,28784,
282603153993,6691,33607,7398,9818,14176,14464,18002,19374,24586,25849,31652,
282604653993,6849,44603,44480,14324,15771,15196,16473,19916,25867,26588,31082,
282606153993,5813,38957,5956,10234,13406,13416,16914,19587,25340,27661,30992,
282606653993,5637,36430,38796,8227,13933,16419,17541,19203,22165,25597,32356,
282609153993,8109,37924,38776,8952,12979,13985,25226,25363,25557,26450,29044,
282609653993,7460,34303,38327,8103,18798,19683,22363,22559,23819,26186,29454,
282610153993,4750,37407,6787,7540,9968,13348,18868,21941,24794,26793,28901,
282611153993,8629,33645,46448,9880,12704,16062,16818,19082,23218,26320,28394,
282611653993,13234,33053,14034,14501,15471,16102,17923,20483,24777,25139,30537,
282612153993,5772,37150,37318,7334,11295,13143,35791,35973,36003,36237,36472,
282613653993,6586,34510,36831,7501,22427,16179,22571,23549,25101,27777,30591,
282614153993,27958,56549,56510,57111,57273,59325,59111,61484,28215,31736,32195,
282615153993,13814,32997,13719,14106,15721,15691,16835,20300,23571,28610,28960,
282615653993,12808,38222,13382,14135,14396,14847,18942,20313,23536,25732,28191,
282616653993,5853,38672,38692,8104,12587,13813,17640,19280,22250,25312,28286,
282617153993,19559,33780,20339,20244,20529,20178,20814,21398,22190,25790,30472,
282617653993,8895,36202,9944,9812,12118,15114,20464,21431,24360,25301,32398,
282618153993,8149,40139,42825,8689,10418,13771,16238,19216,23652,37039,38970,
282619653993,7813,35130,38439,8182,10663,14432,21414,23277,26384,29247,29550,
282621653993,3801,33691,7141,9724,12843,14536,16551,19688,25834,29385,30758,
