,W-0,R-0,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,
280901629680,18288,127209,121532,25614,34375,43797,53215,71563,73177,84054,95569,
280903129680,7675,109226,11964,22462,32095,41797,51824,71071,75139,82622,96687,
280904129680,5943,103449,15181,25702,31432,41356,65669,66064,81158,82786,95077,
280905129680,9171,118965,12008,28535,37662,49354,55703,62725,82907,84036,98617,
280906129680,5578,104874,11624,21658,48416,50767,52966,71397,75714,83736,91925,
280906629680,9376,108758,16127,21352,32540,43207,52766,64708,73002,82557,102785,
280907129680,4576,106517,11272,22387,31361,43279,56400,62361,78555,81364,104883,
280907629680,67347,155262,158005,159051,157884,156588,59092,71729,77968,86035,92962,
280908129680,3624,103935,27005,27942,32986,42877,51504,61313,71626,81575,91538,
280908629680,4406,107406,12069,24802,41924,43512,61427,64895,76415,83823,92280,
280910129680,6665,109909,15680,22143,31974,43503,51544,62040,71209,88537,94420,
280911129680,9691,105499,15021,32437,35804,42819,52934,71110,72862,82259,91455,
280911629680,5370,107435,12677,22756,32912,42402,52460,62596,71252,81213,91474,
280912129680,5726,107866,11484,22800,38949,43842,55809,72645,73858,82763,93105,
280912629680,4443,104317,13770,21522,32924,42964,56517,67466,71894,85571,99476,
280913129680,4973,104148,12588,21435,43162,43429,51315,62226,76468,82220,92448,
280913629680,5436,162836,11529,21875,31681,42077,57292,144760,145838,155314,155794,
280914129680,5164,104761,13508,21482,33534,48047,52797,62537,73986,95365,96111,
280915129680,5422,109815,16740,24705,35061,41450,55149,61625,72941,93317,95532,
280915629680,8162,107925,13911,33407,33911,45053,54040,61901,73442,85230,99371,
280916129680,4801,106769,15452,24032,31369,41971,51764,61872,73765,84586,102468,
280916629680,17510,107791,18253,28829,32502,41234,51039,60998,73557,88628,93738,
280917629680,4032,105069,20513,23569,33885,41602,51448,61360,71091,84870,104752,
280918629680,13638,106980,20943,23914,39898,41900,52697,64095,71263,83601,91279,
280919129680,7163,111043,13500,22744,32387,41536,51505,77939,83890,88710,95972,
280921129680,4796,105644,11258,26474,32893,41538,52412,63891,84985,84615,94098,
280921629680,4907,104991,22945,25926,34241,48782,58292,62414,71498,81239,92375,
280922129680,4166,106517,13706,21908,33697,54707,56173,69628,72649,81255,105790,
280922629680,7083,109739,11244,37487,40456,43767,58385,62994,71942,86959,93736,
280923129680,3709,104482,11173,23213,31286,46433,56359,61964,71942,82274,91449,
280925629680,3768,104722,11567,21418,32711,42309,51480,61237,82010,85779,92583,
280926629680,12180,107590,12973,21654,31844,46490,52314,61703,81677,84119,103901,
280927129680,3367,104690,14983,23443,31512,49540,52281,62112,74978,81480,92866,
280927629680,21389,108126,32314,32374,34036,42491,52289,72795,73853,81363,92964,
280928129680,3702,106904,12744,23937,35819,43261,51364,61497,71291,83463,98623,
280928629680,4981,154014,12051,22595,40595,58160,60589,66928,74395,150612,153167,
280929629680,9862,103788,12153,22088,33703,42745,54201,64305,71288,92011,92375,
280930129680,11062,109687,11271,23466,37602,43506,52779,61487,73518,83637,95860,
280930629680,4080,104527,11789,28118,34021,41459,51502,65669,74994,81744,99788,
280932629680,3893,103185,11731,22397,38691,45506,51163,62485,71289,82709,98078,
280933129680,3509,107242,19265,26444,42020,42924,51569,62882,71055,81872,97810,
280934629680,8218,112939,11111,21194,38520,41424,51074,61872,80080,81561,91434,
280935129680,96781,191307,193255,193625,194319,194180,195600,195638,195385,194180,103627,
280935629680,7551,106715,18295,28591,36304,41170,53819,61724,72950,85772,101042,
280936129680,4862,104459,13300,23381,33196,42727,54798,61904,73631,81297,93785,
280937129680,4438,103842,13851,21549,33116,41543,53151,61361,72970,86955,93704,
280938629680,14146,107198,16520,22770,38692,42156,52069,75784,76505,86593,91497,
280939129680,8133,104928,11912,21927,32956,42720,58208,62569,76466,83445,92120,
280939629680,4174,104045,14162,22158,31549,41991,65490,66738,78394,82749,91973,
280940629680,11494,105674,12000,34132,34852,43174,56498,63936,82019,82379,98068,
280942129680,4632,105240,13962,21456,36495,44066,51445,65672,73882,83843,92294,
