,W-0,R-0,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,
282065802121,4649,32674,4928,7129,10489,14128,19088,19665,22932,28410,28647,
282068302121,4642,32756,5063,9354,10251,13512,18524,19871,24524,25556,31449,
282068802121,6603,37994,7797,8106,14712,15747,20022,20144,22230,28484,38675,
282070802121,6636,35425,6767,7564,10592,15101,19210,20108,25691,25959,31416,
282071302121,5290,34155,7364,8142,13126,13472,18735,19208,24357,26228,33027,
282071802121,5761,36470,37363,8401,12696,13295,17968,19124,33243,34038,35219,
282072802121,3862,34311,7000,10333,10608,14588,17971,22178,22606,26354,28567,
282073302121,4003,37679,5033,20387,21980,23237,23868,25084,25273,30119,33420,
282077302121,9979,33860,11267,11568,11449,14773,16740,19772,23281,26505,28704,
282077802121,3549,33700,6748,7943,10538,13204,16473,19326,25154,25507,28405,
282078802121,5028,32933,37082,9719,11993,15723,16392,19040,22426,27457,30431,
282081302121,151708,202758,202973,203135,202981,203133,203327,149421,149336,150231,150575,
282082302121,9383,42267,41189,41561,12819,14851,16411,21374,23110,25393,29855,
282083302121,3784,36287,4229,9807,11062,14165,16350,19232,23944,27779,28946,
282085302121,9984,38978,10592,13429,14352,14809,21284,21663,24577,25780,29119,
282085802121,140082,140080,140407,141317,141570,141752,142769,142945,143261,144011,144138,
282086302121,6458,42604,6716,8377,12691,17991,18703,20382,22205,27912,29478,
282086802121,6668,45273,45444,8216,11984,13381,16765,23026,22923,26114,31336,
282087802121,11660,37091,42347,12722,15945,16217,17272,22100,23250,26769,28496,
282088302121,11362,36975,11539,13967,14220,15069,18705,19847,23410,36574,36638,
282088802121,3766,45393,12387,14010,13186,14848,17396,20636,23152,28814,29254,
282089802121,4781,37192,7159,7684,10638,15521,19071,19395,26177,26866,28440,
282090302121,4128,48525,4488,8687,11726,18479,22315,24028,26041,26618,31433,
282091302121,6842,38166,7063,10119,12372,13420,18966,20181,22388,26327,29288,
282091802121,9618,10238,10832,11240,13551,14284,17843,20991,24087,25335,29473,
282092302121,4515,33219,5654,8336,10373,14149,17456,27445,27459,27799,30939,
282093802121,3719,32707,11763,13703,13566,14197,17054,20050,22178,26364,28251,
282094802121,8728,33004,10003,10552,11778,14588,18280,19732,22629,27065,29924,
282096802121,4494,37003,7271,8445,16351,16925,18026,20028,23447,25570,30102,
282097302121,4295,32943,4624,7229,11074,13220,18802,25973,26787,27401,30791,
282097802121,4982,41791,5166,8442,10058,13314,16204,20309,30476,31802,32030,
282098302121,4080,33505,5799,8711,10319,13715,21952,21705,22698,26270,29667,
282099302121,3845,4400,4681,10549,10839,14385,16178,23202,24372,26046,28240,
282100302121,10801,40064,13453,13927,14312,15080,19172,20377,22380,27774,28800,
282100802121,10442,34714,10917,12587,12835,14706,17456,30395,30798,31467,34184,
282101802121,5508,37163,7565,10415,14602,15767,19209,20180,23233,25261,28184,
282102302121,5208,36088,5447,10981,12218,15652,16705,21808,23128,28346,29430,
282102802121,7252,38115,40552,9410,12423,13926,16153,20686,23955,25760,30598,
282103302121,3669,36818,4302,7675,10449,14110,16109,19226,24870,26584,28720,
282104302121,3686,33565,9490,10063,10589,13856,16129,19044,22335,25838,28506,
282104802121,4157,34269,5583,7127,11933,15649,20866,24704,25194,28103,29067,
282105802121,7517,35876,7814,8251,10191,13577,17796,19453,22100,33159,33573,
282106302121,8504,40312,8920,10222,10297,14586,17446,19162,22313,35264,35498,
282107302121,7127,33056,7293,9059,10746,21641,21813,22751,24032,26084,28586,
282107802121,4180,35088,12602,14165,16436,16207,20460,21635,25256,26275,28206,
282108802121,6394,35686,44013,11426,12023,18687,18878,19406,23327,25712,28344,
282109302121,9973,44854,10708,11481,12409,18545,19810,22102,30117,31090,32209,
282112302121,4448,36065,26264,29791,29381,26555,31313,28448,30750,29569,30526,
282114302121,9597,37622,39536,10213,10679,13761,17794,19865,22313,26273,28461,
282115302121,5602,44284,9741,11618,13812,17531,19279,30322,30383,31072,31727,
282115802121,4001,33913,6533,9945,10870,14443,18589,19436,23083,25026,30439,
282116302121,5981,35188,8622,9669,12270,14739,17018,21633,24348,26913,33229,
282117302121,4236,41282,8330,12344,13601,14499,22389,23125,34222,39435,41247,
282118302121,3851,33200,5352,13336,13869,14858,18484,19754,22825,25035,29235,
282118802121,6924,34245,37368,8366,10948,13822,16459,19087,22282,26088,30001,
282119302121,4333,35430,6045,11808,14471,15650,16681,28232,28330,29200,29787,
282119802121,3744,32692,5222,12030,16101,16761,17068,20544,24862,25273,30001,
282120302121,7488,37304,7392,8251,10777,15873,16396,26539,27726,28971,32570,
282121802121,5410,35566,6557,8123,13270,13951,16489,19874,23128,25261,28409,
282122802121,5165,36024,6801,7954,12580,20143,29929,30165,30439,32197,32435,
282123302121,4195,33541,4707,8596,10644,14509,22842,23531,24354,30727,31967,
282125802121,8847,46642,9412,9728,11176,15022,25252,25305,29656,33395,34269,
282126802121,4129,34996,5592,15688,16114,16265,17129,19437,22467,25174,28874,
282128302121,4839,38589,5120,11609,12830,15581,16626,19682,25060,26643,29151,
282129302121,3958,34477,6057,12980,14538,14242,16284,21874,22824,25331,30140,
282129802121,6857,34453,38958,10250,12838,15712,17542,19786,22167,25428,30063,
282131302121,4215,34603,36293,10014,12868,13248,19074,25326,25932,25983,28392,
282133802121,10293,34766,11008,11512,11693,15941,26595,28491,29426,28933,30467,
282134302121,5285,33287,5434,7176,22227,23328,23841,24053,24757,27554,29753,
282134802121,8633,36236,10081,12000,13257,16168,18467,20089,23600,32672,31437,
282136302121,7238,34918,8390,8563,16574,17466,19158,20016,23399,26868,32214,
282136802121,10959,10601,16539,17287,19935,20285,21080,27100,27812,33460,34162,
282138802121,4386,35740,6921,7201,13953,15396,16343,19669,22169,25200,30388,
282139302121,5194,40581,5279,10560,11348,13634,21815,23320,23068,25259,30804,
282139802121,3913,35357,4809,9717,10851,21498,23107,21793,25967,28341,31875,
282140802121,6684,44208,9715,10786,11799,14439,20190,20558,26605,26980,31734,
282141802121,4656,34913,36692,7773,12386,13793,21871,19858,23175,28127,31761,
282142302121,6767,36532,7241,9038,11500,15615,17236,23328,23819,27028,28667,
282142802121,12002,34006,44367,14556,15448,15817,18855,20262,22820,25929,30331,
282143302121,3912,35133,5179,8619,11577,13566,20715,21251,31530,32119,32766,
282143802121,4488,35222,5693,9273,11513,13790,16488,22014,23033,30986,33673,
282144302121,6215,34576,6367,8974,10162,14103,19000,22206,22471,26484,29725,
282144802121,7025,35248,7112,7730,12658,15467,16148,21065,25772,32000,33160,
282146302121,4300,34962,4425,16679,17428,18049,18710,19782,25407,27864,29977,
282147802121,6677,43876,7437,7694,12838,19777,20608,21453,27150,29223,31103,
282149802121,9831,34697,10001,11160,11581,16913,17079,26442,28232,27863,29335,
282151302121,16639,54581,16820,17418,17745,18762,19350,24130,25259,27841,29186,
282151802121,4977,34116,40059,7437,14361,14692,16924,26311,27464,27760,30077,
282153302121,5772,35857,6833,8993,11797,26419,26067,25291,25430,26221,30652,
282153802121,3981,32985,5457,8264,10654,14050,19156,20149,24920,25443,29151,
282155802121,3949,48194,4294,9812,10334,13306,19807,21761,24014,25249,29988,
282156802121,13317,36454,13605,15600,15844,16074,20035,22207,26569,30215,30984,
282157802121,5641,35330,38148,11594,13924,14171,18012,19101,22158,25635,30606,
282158302121,5175,34076,5371,16061,16349,17199,17525,22496,24409,27077,33556,
282159302121,7013,37421,7593,8381,13068,14843,16629,20548,22824,26807,28298,
282160302121,7056,36155,6994,9714,13353,13983,16672,19553,27490,28152,29009,
282160802121,7371,38250,8734,8516,10676,13400,19164,19576,22402,25396,28094,
282161302121,6757,35641,39105,8358,10209,14656,25043,29983,29233,29790,30770,
282163802121,8955,39937,17238,17608,17995,18738,18494,20375,25592,25753,32079,
282167302121,4742,35001,4993,7215,11955,15750,16252,21114,22347,26401,28657,
282167802121,6124,33349,6434,13801,13780,15945,17558,19129,24762,25595,28153,
282168302121,11715,32668,12501,13603,13664,14377,17137,25146,26075,26853,30761,
282169302121,4120,46125,5525,7455,10471,15399,17055,21781,23453,28980,41927,
282170302121,4004,35059,5312,7677,13246,14058,18353,19066,24079,26207,29251,
282170802121,5325,36297,4393,10372,13871,18385,18979,38656,33144,33558,33684,
282171802121,8459,36333,38631,9325,13319,13992,16972,19245,22272,26907,30834,
282172302121,3638,33999,6813,18706,19563,22288,22090,21563,24990,28585,30243,
282172802121,9072,34417,36134,41771,11649,14939,16932,19234,25024,28222,28810,
282173302121,4603,36047,4914,8024,20165,22143,22584,24086,23115,26096,30735,
282175302121,10780,44047,45195,12621,12922,15825,19682,19934,25012,26624,28367,
282175802121,6993,40796,41134,10433,10599,13954,16927,21347,22779,26457,28304,
282177302121,6858,39272,40478,8523,17410,17848,18982,20119,24809,25224,39732,
282178302121,6844,36429,36628,10598,11054,13372,19213,20397,23861,25922,28419,
282183802121,8394,34672,9403,9784,10403,14401,16916,20350,24685,26522,29276,
282185802121,7771,41434,40072,8405,12614,14919,16363,24548,25180,25553,38104,
282187302121,7177,38456,40128,7827,10372,14015,16331,21619,22830,28338,28686,
282189802121,11831,33718,46077,12752,12557,13487,18042,20385,24116,26665,28221,
282192302121,5577,42084,10381,11242,12364,12915,16355,21957,24185,28018,28309,
282192802121,10002,36229,37255,11311,11456,14405,16489,20287,24855,25442,28173,
282193302121,7442,38422,7825,8296,12438,19800,22456,22601,25079,25414,30855,
282193802121,4209,33136,4315,7125,19653,18984,19670,19999,23978,30342,30441,
282195302121,6626,34186,10932,11455,11617,14933,16368,22001,24659,26743,28397,
282195802121,13733,34243,15575,15708,16139,16536,18663,20941,22544,28481,29733,
282196302121,5859,34339,7934,8849,12782,24583,26796,27816,28135,28640,29590,
282197302121,4936,37688,7063,7288,18972,21708,21664,22781,24648,28003,34203,
282197802121,6851,49306,7688,11741,13067,16625,17373,19583,22321,30244,30492,
282198302121,4755,38921,6012,7803,11666,13466,16404,25848,26594,27971,29043,
282198802121,6082,39396,39601,7317,22713,23953,25107,26102,26341,26956,29402,
282199802121,9268,35108,16120,12484,13420,17834,18745,24305,25255,28724,29425,
282200302121,3414,35198,5684,9120,10214,13815,18809,20115,22567,25823,28292,
282200802121,5114,35342,37100,7178,10619,13284,17492,22422,23110,27504,28674,
282201302121,4233,36046,6981,7115,13481,14497,16505,19663,22139,26801,29465,
282201802121,6650,32781,41170,10011,12143,16509,17387,19498,24488,25329,30135,
282202302121,4328,37380,6585,16110,17556,16405,17303,19332,22686,30418,31155,
282203802121,7339,33755,7595,8924,13411,14024,17215,19050,23494,26300,31930,
282204302121,4122,33986,7843,7237,14336,14661,26163,26315,27729,27107,30234,
282206302121,5070,40953,41270,7738,10359,14263,16599,22278,24632,25523,29038,
282206802121,10304,41739,10587,11433,11513,15012,16553,20633,22425,29919,29917,
282208302121,8831,37501,37968,10193,16529,21806,22281,22494,28237,30209,35124,
282209302121,6049,34249,7607,8707,17944,17946,18756,23662,23964,25310,30850,
282211802121,5020,36655,5146,8141,12533,13715,17602,29583,30701,31872,32405,
282212302121,5084,34013,16122,21272,17123,17412,20873,24103,24317,29199,29371,
282213302121,7582,35663,10727,10755,11321,14992,21844,21821,24613,27877,31132,
282214802121,8429,34667,41032,11048,13390,16237,17204,19919,22652,26064,28696,
282215802121,6215,39729,39860,10610,10819,14238,19146,21685,23973,27577,30018,
282217802121,17838,35516,36267,39876,47563,51554,18611,20645,22305,25177,31399,
282218302121,9014,33254,9600,10272,10522,14007,17727,19570,22943,25674,30492,
282218802121,4342,38471,7513,7795,10379,13441,17111,19055,23050,26176,28605,
282219302121,7347,42055,42694,7550,10315,13543,16168,19506,22258,26335,28815,
282219802121,7852,35216,8936,9942,11120,16956,17448,22019,24544,25292,29059,
282220802121,14846,37270,17737,20446,19876,20053,21110,23537,23986,25173,28297,
282221802121,10507,35185,14827,15834,17094,22425,22849,24136,25378,27859,32445,
282222302121,16157,33593,16388,17515,21963,21789,22280,22398,24453,26785,28998,
282223302121,3826,37056,5091,20473,22310,22006,20625,21031,23780,26323,29374,
282224302121,6456,35185,52575,7584,11168,13821,23099,24862,25255,26618,30834,
282225302121,29648,36655,30526,30227,27459,27957,28578,28780,29047,29211,32681,
282225802121,7010,40424,6855,7853,10465,15933,22336,22747,26637,28442,30392,
282227802121,11074,39826,39225,40128,44507,13813,16394,20012,25801,25801,36863,
282228302121,4021,4583,5581,10860,11255,14776,17177,25290,26299,26764,30972,
282228802121,7438,35071,8292,11545,11723,13641,18656,20532,22304,33312,34109,
282229302121,4065,34816,5692,7471,10256,13357,16749,26077,26435,28177,31006,
282230802121,5329,40115,6708,8212,10576,13334,20850,21822,25285,26371,29072,
282231302121,209467,246202,246442,246319,246122,245160,245267,245941,246159,245159,244984,
282233302121,3958,39127,5782,9043,11806,15774,18797,20444,22450,29309,29168,
282233802121,6762,41595,7426,8073,13514,14034,18931,20719,22279,25807,41933,
282235802121,4048,40303,4265,7748,10391,13731,16275,19256,22469,27591,28265,
282236802121,7129,33644,40219,8426,18689,19152,20940,21583,27017,30054,31780,
282237302121,6600,35321,6949,8077,10730,13298,20731,21724,25837,26315,28519,
282237802121,48364,89915,88712,90173,90190,90977,90378,90285,90506,90394,91225,
282238302121,3700,37211,9827,10408,11515,14347,16442,19584,23492,31190,32147,
282238802121,4096,4320,6794,9487,14160,14734,23038,24123,26338,28704,30052,
282240302121,3810,39336,6660,8424,10098,22239,22588,22725,23442,29226,29511,
282241802121,5502,35351,36675,10253,11067,13679,19597,27830,31382,29093,30832,
282242302121,3591,4392,5519,9464,10234,13067,23008,24152,24721,27060,33412,
282243302121,4830,38154,4808,7077,10297,13189,28487,28919,29257,29146,36183,
282244302121,10969,44646,44996,46477,16477,16741,25380,26933,26390,26739,29391,
282244802121,3950,36797,6864,8047,10977,15470,19258,20323,32231,33119,36957,
282246802121,4621,35602,36285,8367,12679,14755,16748,20923,22210,28187,29293,
282247302121,6913,38534,40121,16090,17224,17097,22321,24355,24775,25635,28549,
282247802121,8169,41943,42214,8392,18772,22971,24116,25059,25389,26563,28420,
282248302121,4966,45461,6155,10262,35573,35827,37504,37788,45221,45514,45601,
282249302121,4228,34666,6019,7315,12405,13461,16114,20575,22380,25058,28325,
282250802121,11133,48619,11370,14197,16343,17233,19393,23496,23954,28551,29517,
282251802121,3805,39175,4396,7088,13399,14523,19173,20623,22058,25630,28289,
282252302121,5709,39007,6557,10524,10988,13277,22229,23325,23615,28099,28720,
282252802121,25350,35366,35713,41258,42630,45095,49198,26931,28121,28402,29229,
282253302121,9992,41469,10244,11101,11363,21505,22194,22331,24043,27372,38607,
282253802121,5997,6647,6672,8339,11416,13310,20941,21514,22092,26474,28852,
282255302121,4710,35057,7923,11515,11849,13753,16274,22271,23236,27409,30239,
282256302121,4839,37686,8114,10011,14807,16785,17694,20129,32284,32830,33924,
282256802121,68650,96987,101386,97392,97730,100520,97736,97083,98026,98025,97932,
282257802121,23761,41669,42149,43019,55590,58314,56603,58681,25373,28442,29472,
282258302121,5451,35047,5394,10376,13126,13767,25501,26026,27939,28205,28926,
282258802121,4137,38210,5233,7370,11993,13268,16763,21718,22497,26685,31297,
282260302121,22211,41283,53196,56221,23687,25854,26261,29592,31346,31762,36570,
282260802121,7315,45049,44520,7648,10719,13063,17714,19209,22249,30027,30316,
282261802121,7444,37032,41299,7980,10985,15577,16948,34728,35529,36040,36164,
282263302121,7775,40579,41333,41439,10995,14707,20998,22429,31745,33187,33177,
282264302121,4599,34565,4705,7717,11530,14739,26217,26391,27701,27686,29133,
282264802121,7521,40270,41069,7731,13090,14744,20535,21191,22758,25338,38134,
282265302121,127211,156657,157635,156756,160781,158774,157943,158118,158371,158305,159432,
282266802121,4449,44081,5923,7325,10308,13263,18475,19982,23690,28492,30359,
282267302121,9551,45358,45581,11503,12593,14837,16397,33708,43502,44035,44297,
282268802121,3576,50579,5117,9068,10251,13309,18595,20440,22541,25305,28265,
282269802121,3952,34376,4249,7287,11248,13558,17037,19378,28794,29119,32659,
282270302121,202226,237701,240308,242608,242448,244725,243354,244435,244418,246238,243435,
282271302121,6088,43504,6841,7340,12228,13211,31600,30202,30476,29005,31530,
282272302121,5758,41664,5976,11622,11949,13226,25203,26344,27772,27927,39775,
282272802121,17687,37923,37789,49966,18578,18849,22097,20032,24857,25325,28394,
282273302121,4007,36661,4630,10063,22012,23210,23358,25992,26075,28179,30015,
282275302121,5021,34980,5553,8706,12694,13318,18687,21488,23271,26816,28153,
282276302121,4232,33711,6773,8925,10267,13412,16379,20420,32050,32235,33028,
282276802121,6741,36953,37408,7160,12603,13389,17983,23463,23677,25405,29185,
282277302121,5606,33197,7014,9566,10262,14189,16257,19199,24859,25577,30049,
282277802121,7332,36957,36925,7959,12040,14010,16002,19153,29014,29379,30076,
282278802121,7954,38829,39920,7836,13411,16096,16994,20484,21927,26742,33825,
282279302121,3889,35339,6148,7960,11768,15330,21519,21746,23319,26140,30104,
282279802121,4051,35702,5922,8303,14366,15730,16476,28645,29785,32540,32142,
282280302121,3104,3735,4231,7010,10275,13388,16234,23113,24520,30435,30418,
282280802121,77389,116627,111288,114741,114276,114386,114520,114653,114647,114514,115177,
282281302121,14753,45857,14863,17113,15743,16654,17304,20931,23510,25835,33007,
282281802121,5528,34481,5415,8456,12694,13678,16329,20476,26592,26946,30552,
282282302121,3101,33183,4140,8447,12815,16090,17691,25200,25391,28481,30566,
282282802121,56274,80163,80288,80837,80967,86058,86215,87263,93667,87112,93424,
282283302121,4515,36534,6011,14478,14710,14782,17250,20599,35579,35643,35804,
282283802121,4783,39146,7352,10496,12876,13229,16205,23417,24430,30932,31455,
282285302121,10731,34141,13237,12080,12826,13637,17279,30771,30991,31178,32186,
282286802121,147453,187009,185465,184844,185316,185816,186033,186135,186280,186503,187239,
282287302121,7197,38267,41412,8370,11749,15915,16457,19931,22723,37748,36955,
282287802121,5717,34738,6574,9576,24265,25443,25194,24638,24390,26512,33077,
282288302121,5731,37771,7535,15725,16020,16358,19278,21921,24364,38198,37114,
282288802121,8803,38833,39447,10403,12671,14546,16875,21374,22402,26255,28537,
282289802121,3830,34706,7145,7363,10198,14068,19135,19278,27710,28411,29208,
282290302121,110013,145249,146246,146131,145951,147335,147671,147749,147412,147650,110731,
282293802121,3708,33791,4534,13618,14014,19563,20631,21318,23942,25379,30186,
282294302121,6843,34599,38946,7983,19728,20066,20976,22052,23520,26565,28797,
282294802121,4281,34324,6037,16200,19102,19977,19144,21394,24680,26905,28496,
282295302121,3960,5361,6762,9625,13565,16293,17701,21008,24779,26857,28272,
282296302121,9708,44329,9932,10054,18860,20733,21911,22040,24531,26036,32399,
282296802121,4577,36179,6857,8449,13826,15218,16780,21236,23289,25110,33552,
282297302121,11669,35985,12115,12746,13213,13976,17280,21407,23694,25849,28175,
