,W-0,R-0,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,
282622153993,4576,50234,6591,10064,10787,47960,48288,48701,49183,49443,49740,
282624653993,11058,40934,14477,12515,13104,14252,17207,19208,22287,25156,30812,
282625153993,10591,41309,12063,12542,14713,16294,17414,19188,22199,25730,29751,
282626153993,3907,38604,7095,10268,13235,14645,17493,21881,36449,37480,38185,
282626653993,10683,39895,41529,18892,16570,19062,19867,23774,33306,35586,35775,
282627153993,7643,54730,55369,7794,10319,13494,17359,22272,23558,27830,32327,
282627653993,8155,41000,10039,10258,17101,19722,20281,22255,39560,40450,40614,
282629653993,4303,33400,4729,7417,11508,13855,19004,21527,23857,25956,29304,
282630653993,4364,33635,6858,9889,11204,13436,18894,20417,23554,28648,29662,
282633153993,5311,36644,6314,7391,13307,13970,19404,21038,23644,26295,29196,
282634153993,7046,37409,38192,9712,10782,14094,16889,22318,22518,24885,28051,
282634653993,3859,33518,5759,7305,10134,13133,16067,19238,21890,25214,28947,
282637153993,3820,37479,4891,9746,12882,15726,16707,28446,29205,28894,31208,
282637653993,4306,36825,8304,11240,11929,17426,21387,21534,22267,27528,28291,
282638653993,92926,101116,101179,101267,100928,93089,93111,93314,100802,100916,100997,
282641153993,7054,35226,7260,9783,11215,15824,17212,32447,33925,34598,33840,
282642653993,3658,34412,5002,18116,18905,19951,20157,20470,26102,26819,30610,
282643153993,4054,32459,4741,9887,11668,13894,16145,19366,22108,25696,28351,
282643653993,4231,37057,4907,8394,12922,15917,18819,21894,22312,25682,28632,
282644153993,3687,43266,4239,9422,10283,14805,19036,22126,25558,28061,28699,
282644653993,7584,63998,64411,10116,16579,18072,18585,19253,24073,25510,28740,
282645153993,4002,44515,4314,7135,10539,14430,17666,22195,24803,25856,28314,
282645653993,4995,35243,42134,9923,10256,13251,32488,32977,34544,33638,34686,
282647153993,7772,36088,36887,8133,11889,13216,16130,20662,25265,25751,33177,
282647653993,5312,33256,5882,8119,11811,13793,16969,20056,22417,25181,28159,
282648153993,20418,36248,21044,22052,22198,22751,27632,27917,28241,29348,30496,
282650653993,3848,32607,6772,9760,10663,13591,16460,19188,23705,28935,29428,
282651153993,7986,37507,45572,10325,16693,16850,17479,21925,22755,25512,29710,
282652153993,6706,38365,39545,8234,12795,15718,16192,38193,38284,38561,38232,
282653153993,3042,3877,4870,11494,12144,14041,24556,27142,27273,28330,29427,
282653653993,10610,44424,10424,10380,13302,15684,17589,19476,23377,26331,29311,
282654153993,7169,41811,42768,10144,11089,13490,16365,18974,40592,41393,41680,
282654653993,5516,37798,5883,8331,11483,16058,18813,21828,24998,25303,30124,
282657153993,3817,41071,6786,9630,12790,15851,16659,20004,22286,26954,30413,
282659153993,3740,36912,4763,10001,10337,13258,16002,19088,21964,25667,28262,
282659653993,4089,47164,7355,7885,10513,16078,43992,44674,45048,45412,47062,
282660153993,7975,37834,39752,9607,12703,15134,20671,23052,23763,28732,35074,
282660653993,4220,35122,7198,7908,10254,13486,16206,30930,29212,28998,30469,
282661153993,4279,35001,4442,10434,10695,15744,17146,19071,22102,24891,28115,
282661653993,3967,37828,7143,9803,12877,14791,16471,23580,25786,28995,33664,
282663153993,4085,39295,6674,8623,13066,16077,17971,19317,22947,37177,37799,
282664153993,4607,42004,6484,12350,14260,15954,17351,22902,23572,25343,28501,
282664653993,10630,40068,42641,10952,11253,14323,25418,26594,26872,27736,30636,
282665153993,5762,34575,36929,10169,10450,17500,17838,20781,24228,25331,32058,
282665653993,50258,90459,87642,87870,88134,88257,88360,89137,89285,89407,89441,
282667153993,11875,53652,54810,12479,13996,13860,22123,22315,25581,28041,28358,
282667653993,2961,36084,8740,10127,11238,15079,17372,19317,21962,25189,28076,
282668653993,3914,36218,5219,8454,11310,14456,19758,28464,30091,31001,31227,
282670653993,4922,43953,43220,9836,10931,14325,16506,22157,23221,27588,30194,
282671653993,5770,34522,6055,7580,10376,13729,16291,19723,22703,26497,30347,
282672653993,3823,33949,4769,20624,19683,20747,20448,21520,25424,26520,29096,
282673653993,9551,39917,41328,11660,12126,23377,23217,24464,23579,37562,38936,
282674153993,4112,49676,5565,11633,11341,16187,17569,19913,24373,25151,48181,
282675653993,4134,43793,7150,9879,10550,13623,17395,19371,22889,27895,28901,
282678153993,4662,42796,6474,10737,12984,17490,17850,21338,23528,26525,41912,
282679153993,3916,37635,5033,9836,10219,13333,16461,19240,22336,28176,29868,
282681653993,4333,37367,4413,9811,13349,14318,18571,19480,23460,29065,30420,
282682153993,5211,35750,41402,10820,11417,20841,21111,21362,25421,27839,29630,
282682653993,10121,35676,10807,11342,12556,14397,18442,19607,25235,25742,34071,
282683153993,5426,34565,36446,10297,11950,23460,22799,22398,25003,26213,28515,
282684653993,7054,38611,38845,14438,16439,16841,17277,21445,22554,31156,32202,
282685153993,10970,33606,42064,11667,13612,14218,26545,27730,28043,28164,30672,
282685653993,7228,35686,38948,10273,29405,29671,31295,31386,31854,31483,31324,
282687653993,5549,41315,41417,7553,10202,14200,16184,38682,39056,40935,41400,
282689153993,5171,38336,5353,9048,12488,13341,16794,19148,23356,28642,29193,
282689653993,5310,48380,5772,7314,14274,17089,17741,20397,22223,28308,28500,
282690153993,8131,41423,8437,9214,11338,13732,16599,29335,30448,30404,30683,
282690653993,4176,40035,6795,10153,10373,16120,17484,21660,25069,33234,34377,
282691153993,4828,34126,6045,10736,15607,16136,18257,20769,23448,25508,28262,
282691653993,6126,34385,36786,7282,11407,16442,21609,25285,25498,26446,30847,
282692153993,7587,38387,38657,9678,12792,15340,36796,37251,37525,37689,37919,
282693653993,5442,36982,9941,10316,10778,13083,16790,18931,24460,34813,36329,
282694653993,3796,37533,5768,25185,23994,23471,23930,24923,25102,27625,34220,
282695153993,3703,32653,6894,9886,10634,14787,17232,20537,22478,26990,31528,
282695653993,5224,35641,6867,12695,13322,16180,18054,21079,22526,27718,29164,
282696153993,10474,48394,10611,11492,11694,14432,17763,32978,29811,33341,30457,
282697153993,68239,103842,103975,106403,97779,100138,103800,104836,105556,100141,100294,
282698153993,5289,35257,36443,8422,10180,14578,19195,19690,27527,26991,29976,
282699153993,5079,39301,41694,8146,10409,27950,28256,29098,29622,29349,31655,
282699653993,4479,32691,6374,8143,11503,13518,18812,21505,27920,28814,29270,
282700153993,6889,37140,42890,9847,13643,14449,20348,20657,23133,25726,30202,
282702653993,4188,33480,4944,7246,13790,14179,17586,19882,22458,28736,29256,
282704653993,4578,36664,6555,11953,12578,13473,16280,20320,22237,25340,29862,
282706153993,7303,35155,40595,9814,12972,13247,17286,20365,24629,26804,29183,
282708153993,21691,35130,21903,22525,22728,23249,25178,23941,24718,25931,33769,
282708653993,4347,35259,4920,8120,12807,13955,17432,21959,23945,25587,28287,
282709653993,5786,35989,36813,8118,14152,15552,24660,27889,25243,28122,28880,
282710653993,4377,34160,40082,10147,10807,18557,23359,24443,25334,27058,31555,
282711153993,5742,35202,5959,7593,15652,15932,18788,19862,22544,31240,32305,
282711653993,5296,50189,6880,9848,10302,13222,16980,22332,23665,26210,31227,
282714153993,10621,43524,11417,13343,13616,16169,18670,21712,42459,43173,43614,
282715153993,7275,34305,8378,8382,10782,18545,19768,26717,26737,28855,29606,
282716653993,5191,36177,5855,8792,11640,13182,17359,21562,22208,25279,28671,
282719153993,4640,34881,4860,9610,12918,15960,18961,21864,23835,31511,33980,
282720653993,6507,36955,46437,15518,17392,17154,17956,28579,28790,28910,29917,
282722153993,7002,36586,7148,9654,11655,24367,26210,26596,26385,33491,34417,
282723653993,3695,33073,4709,8214,25252,26392,26507,26419,26747,27048,28301,
282725153993,4666,33238,35623,11548,12797,13185,16515,19662,24445,26516,29116,
282725653993,6950,37467,40850,9413,12749,13273,35996,36246,36451,36611,36607,
282726153993,3762,40373,6928,9851,12873,13717,17660,20890,22392,27194,28901,
282726653993,9712,43105,12600,12595,12769,16862,17405,23704,25753,34739,36092,
282727153993,167535,166512,166638,166733,166804,167470,166716,164155,165438,165676,165772,
282728153993,3826,35529,5967,7214,10248,13437,16403,19405,22607,26851,30349,
282728653993,3803,40911,4972,7532,10323,13661,25588,26415,26196,26705,31776,
282729153993,8400,36173,38885,43911,10873,14340,17500,27117,28432,29109,29941,
282730153993,8209,38088,8595,8896,12469,29841,32237,31176,31181,31342,31673,
282732153993,15327,36555,15567,20699,20670,21064,21190,21799,24772,27976,34060,
282733153993,6975,34658,39307,7560,11349,13361,20726,21441,30461,30663,31189,
282736153993,5797,34055,47748,8608,10132,13532,27704,28262,29301,28393,29310,
282736653993,20080,52840,21726,22355,22407,23630,23098,24690,29126,30632,33308,
282737653993,7866,37676,10004,8725,13470,15731,19620,28034,27788,27789,31277,
282739153993,15800,45418,45672,45526,47312,16333,16911,20309,22328,25612,30192,
282739653993,5670,35320,5831,8217,11302,13978,17786,19367,26676,28466,29556,
282740153993,7787,36902,37700,9860,14184,15959,16550,20436,23119,29324,30352,
282740653993,3787,32827,7255,7580,10941,15926,19421,20327,25425,25565,28336,
282741653993,7390,36381,37893,9821,13080,14434,16228,19946,26584,30278,31696,
282742653993,7884,41265,8242,10164,11116,13884,16396,20331,24923,26277,31297,
282743153993,4324,32856,5349,7397,13460,13908,16350,22037,24064,25346,28263,
282744153993,4101,33169,5554,7350,11907,13525,20553,21071,29053,30770,30992,
282745653993,9967,11658,11826,12064,14535,14751,16363,19235,22285,25439,28403,
282746153993,3816,33837,6807,9815,13059,13284,16595,20266,25245,27841,30954,
282747153993,5068,35318,5264,8905,10288,13305,16072,20381,25165,27839,32227,
282747653993,8918,44187,13077,9733,15175,15386,16835,21939,22256,26949,28164,
282748153993,5505,33890,40970,9882,12670,15710,18724,19775,23179,27916,29273,
282748653993,5205,40543,8928,9440,13330,14847,19411,19983,24603,25128,33546,
282750653993,3729,37277,6876,9797,10711,13074,17809,21637,24784,26747,36400,
282751153993,7933,38736,8095,11612,14300,14596,17195,21001,25673,25705,40728,
282752653993,5481,33501,5680,7295,12694,15799,17520,20516,24649,25682,29113,
282753153993,29962,65315,65580,64999,66586,65948,67172,35742,37351,39408,44514,
282753653993,7271,36809,38825,13257,15134,16194,17310,19306,23573,28499,33939,
282755653993,4260,34825,9151,10905,11870,15802,17292,20333,22117,25336,28300,
282756653993,5161,36092,5466,8397,10248,13502,16541,22684,22848,27813,32206,
282760653993,7732,34566,36041,8680,11154,15350,17679,19900,22334,25455,28957,
282761153993,9681,37861,41195,9934,10682,13630,15964,19710,22078,25257,28044,
282762153993,5961,46271,47694,9773,13109,41894,43938,44799,44527,45071,45241,
282762653993,9105,33581,11855,15633,15972,16267,17148,23105,24527,25969,31736,
282763653993,6982,40779,40595,8159,10160,13253,16227,19302,28964,31762,30722,
282764153993,6126,34864,6689,7167,10323,13385,16867,22501,22990,25381,28954,
282764653993,7242,37642,38556,10124,12362,15733,16376,30390,28005,28248,29420,
282765653993,11755,45476,48144,12911,13006,29752,31924,31706,31991,32214,32405,
282766153993,10107,33742,38863,39335,12980,13270,20564,21094,24969,27228,30714,
282767653993,5058,35988,5973,17724,19219,19356,19624,20423,22378,25273,28243,
282768153993,6455,6860,7282,9712,14724,14969,19183,19995,29991,31354,35148,
282769653993,5589,32768,37189,8338,11607,14410,16328,19529,21870,25733,29006,
282770153993,7002,39382,39861,7343,10429,13217,16238,19321,22236,24938,30515,
282770653993,3855,34738,6891,9959,10507,13328,19610,20915,23802,28563,28820,
282771653993,13394,34375,13565,17344,17690,17848,22326,26519,26945,29125,29495,
282772653993,3744,57351,4844,8267,10641,15802,17442,19315,22197,26474,28729,
282774153993,5447,41290,5580,7310,11844,13695,17261,21929,22802,27104,28381,
282775153993,3973,36338,6844,9525,10327,17675,18785,21535,23775,25782,29955,
282777153993,3883,36602,6697,9889,12788,15882,17254,20972,22745,28720,29378,
282777653993,4374,34110,6786,9954,12201,18417,18307,25608,26892,27116,30522,
282778153993,5560,6652,6498,11379,11998,15744,16441,20093,25400,26337,29896,
282778653993,4236,47271,4668,9578,10095,13739,19471,20059,24976,46366,46991,
282779653993,12986,33428,13247,15058,15349,16437,19863,23056,27591,29042,30130,
282780153993,8097,53572,53780,9741,10503,15074,17350,19793,23242,31773,33365,
282780653993,10804,50254,11739,12065,13156,14638,16247,19635,22172,25228,50589,
282781153993,10725,11231,13267,13148,12883,14118,16794,21883,24739,27759,29939,
282781653993,7215,41573,43280,9926,12965,15472,16670,19183,23394,30213,30501,
282782153993,6140,35260,38259,8052,15807,17418,19047,20409,22387,25305,29393,
282784153993,13065,36836,13211,14309,16802,18157,19349,24582,26903,27765,28440,
282785153993,6897,33973,35951,9621,11042,19901,19484,20065,23604,26192,28276,
282786653993,14787,34560,36321,41863,46639,46755,18807,20067,22094,26892,33699,
282789153993,22639,51322,52606,53814,30676,28834,28458,31118,33635,34584,35449,
282789653993,7298,37748,38879,8528,17066,16867,18646,24613,25677,26281,29058,
282790153993,16373,50978,51310,16489,24135,22356,25374,25198,25534,26727,28442,
282791653993,5318,54371,5636,8302,11154,13050,16871,23332,23612,52105,53700,
282792153993,6825,36866,37909,7321,12737,14722,16512,19924,24688,27827,34157,
282793153993,3936,32747,5278,7137,10545,14295,22281,22248,24651,28141,31261,
282794153993,4057,33480,4264,7462,10678,22356,23167,24735,24732,25729,29053,
282794653993,3950,37228,5568,8340,11041,13559,16188,19558,22313,25246,28999,
282795153993,3822,45243,6934,9959,11141,13694,19400,20526,26634,27927,29641,
282795653993,7733,36379,40238,11733,11997,16163,16525,29971,30283,30649,31040,
282796153993,4283,35131,5365,7449,10346,13975,19642,33700,34512,34422,34416,
282796653993,4528,33148,7956,8153,12697,13887,18586,19759,23063,27814,31609,
282797153993,3476,35354,4111,9725,12733,15908,16677,19653,22230,28126,29456,
282797653993,8922,34595,11970,15078,17740,20299,20415,24075,24741,25641,30153,
282798153993,8474,36068,42808,10140,9918,23274,23334,26096,25305,25901,29483,
282798653993,8638,43262,9762,9598,16080,16321,16801,19985,41816,42946,42725,
282799653993,3942,34233,6822,8152,10618,13990,17414,20726,22898,32698,33068,
282800153993,8845,33909,43274,10605,21682,19945,20973,21396,24544,26441,28347,
282800653993,7145,35961,7223,8246,13781,14881,21381,21704,24724,26870,28707,
282801653993,3987,36414,6783,9930,13311,15610,16477,24559,24900,25761,36190,
282802153993,5107,33938,5228,8391,11114,16313,18378,20157,22452,26861,29475,
282803153993,96249,122953,123482,123995,124244,124213,124288,126240,127142,127351,127951,
282803653993,4131,35215,4531,8332,10152,13341,16069,19137,26424,27650,29675,
282804153993,4321,35691,6512,7236,11557,14509,16710,20372,23287,25192,28134,
282804653993,3533,34916,7199,9417,11173,13829,18434,22404,23567,25310,29778,
282805653993,6148,40421,41660,9477,10406,29236,30300,30260,30492,30604,31354,
282806153993,4490,33768,7296,10143,12751,13129,16672,20526,22873,26407,28791,
282806653993,10444,36384,38528,11835,14940,15638,18853,20111,22648,25192,28221,
282807153993,5125,6752,7001,8136,10413,13931,16282,20054,22835,32132,32427,
282809653993,14607,37148,37799,39446,14920,15609,17536,20345,25097,27137,32997,
282810153993,3855,33702,5861,7315,11335,13304,16334,19493,22151,25309,28421,
282812153993,4440,42213,5244,15702,16046,16386,16827,21757,22590,25122,28264,
282814653993,6731,37521,6913,9401,11824,29446,29854,30288,30533,30538,31267,
282818153993,6935,35259,36385,9054,10354,22178,22599,22787,23900,28150,30755,
282818653993,4112,40853,4439,7860,13347,25837,26064,26563,26980,27071,39509,
282820153993,8263,33917,43322,8449,20002,20476,20262,20666,23786,25295,28413,
282820653993,6091,37641,45903,7334,10279,21637,20651,21386,25329,27570,30097,
282821153993,10905,42229,32654,11757,12667,32922,33761,33468,34055,34053,35243,
282822653993,10586,39403,41678,10841,19815,22111,21751,21352,26627,26874,28702,
282823153993,3957,40606,5578,9715,12110,16126,17590,42038,42049,40522,40624,
282824153993,4470,34492,5670,13369,14616,18793,20662,23815,25423,32504,33400,
282825153993,9932,41485,9924,10235,11321,14420,25376,27801,28083,28228,28643,
282825653993,3835,34447,6838,10296,10322,14688,16305,19281,22211,25216,28458,
282826153993,9860,41307,10271,10138,10766,13955,21960,23455,25681,29449,40747,
282826653993,7350,34804,37659,8468,14465,14561,18189,21728,22800,26170,27951,
282828153993,50807,50983,52152,56918,57099,57362,58823,57841,58825,93160,50303,
282829153993,11796,37963,39468,39714,12576,15599,18930,22062,22638,30421,31245,
282829653993,3847,33392,8619,8105,12723,13653,18104,21907,23748,25711,29185,
282830653993,35992,69908,70091,69720,70966,70739,71286,71116,39384,36327,38041,
282831653993,3697,36630,5578,16159,16130,17209,18500,20257,24633,27926,30503,
282832153993,4938,40330,8409,8504,12887,14300,16295,19296,37944,38223,39410,
282832653993,5681,34259,38861,7196,10308,13282,16168,21528,25739,29528,29888,
282835653993,10772,35087,35980,40792,14560,15784,18456,21298,23861,26327,29694,
282836653993,4296,41074,4543,8292,10190,12879,39708,39850,40073,40443,40325,
282838153993,12150,34332,37890,41137,12754,13334,20903,21460,23341,26808,28043,
282839153993,8822,41960,9348,8657,10387,14274,18828,21813,24897,25422,32189,
282840153993,15721,44274,17404,16227,16088,16553,17322,24526,25936,26711,28250,
282841653993,4037,34227,6849,10042,12742,15053,16246,22306,24034,26377,29484,
282842153993,4141,40979,5312,7631,11133,18780,23128,21560,23549,27557,29622,
282842653993,7375,40055,39859,10329,13361,14170,17048,20439,22233,38757,39097,
282845153993,9896,36902,10140,10828,11340,16565,19378,19771,24588,25394,29962,
282845653993,7186,38864,38680,9691,10525,13436,16055,19047,22161,25191,28162,
282847153993,6964,33300,36233,7536,12542,13780,16631,20323,23075,25311,31405,
282847653993,5311,36439,5587,7991,12666,17784,18688,19425,22698,27813,32525,
282848153993,25342,39586,40080,41053,44537,47467,48174,52413,56391,26472,30644,
282849653993,4081,33671,5544,8230,10320,24879,25388,25182,25510,27620,30615,
282850153993,8976,34449,9652,10140,10423,13079,16133,18877,22051,25086,33375,
282850653993,11745,46492,12097,13872,13585,14072,16767,20917,24723,27530,30001,
282851653993,4365,32568,7270,8002,12213,14770,16183,21004,22785,27842,30696,
282854653993,4407,4663,4794,7475,11561,13002,16192,19272,22474,25152,30615,
282855153993,10450,10834,11828,11701,11979,16228,16633,20926,23269,27851,32251,
282856153993,7096,34816,47899,7320,10863,14159,16496,31071,32110,32080,32331,
282856653993,7907,37053,8127,8283,12733,13565,17810,19337,22538,25557,28370,
282858153993,5202,36598,7100,7962,13277,13979,18331,20050,22445,25362,35884,
282859153993,6723,38885,39906,7193,12805,16087,18971,21766,23412,25339,29817,
282860653993,4349,49512,4653,8741,11191,13886,16622,19733,23724,26299,29548,
282861153993,6790,35390,36501,9804,11064,15727,17364,19132,22078,24906,28198,
282861653993,4706,36978,8724,8998,10511,13487,17261,23147,24342,29886,34804,
282864153993,4343,41398,5703,14612,19413,18978,20223,21833,33863,34223,34474,
282865153993,3305,3775,5259,9448,13047,14151,17176,29599,29006,29349,29794,
282865653993,6937,39282,39866,9811,11268,13291,16235,19230,22333,25176,28216,
282866653993,7186,46910,44066,8796,13794,16696,17832,20673,27718,31765,28923,
282869653993,3978,33560,4212,7362,13517,14279,21063,21827,22266,25457,28456,
282870153993,4826,34473,5314,7414,10353,16138,18870,21974,24880,26671,28386,
282871153993,5531,37719,38637,8973,15960,16768,18957,30651,25435,30877,32849,
282872653993,21004,47296,47857,48405,48589,48503,51255,21041,25094,27573,31717,
282874653993,6992,36877,9657,10473,10581,13143,16112,19225,22076,25409,30539,
282875153993,12837,35829,12969,13314,14113,14280,20371,20991,23362,26319,31197,
282876653993,14671,48331,49916,16320,16498,17001,22351,28192,28145,28470,31872,
282877653993,14486,36748,42517,14684,15743,17294,21404,23845,28134,28884,29634,
282878153993,8683,33755,58281,8821,11045,13188,21390,22509,24066,29888,29780,
282879153993,3836,33332,4923,24972,27790,26163,26351,26591,26805,27680,30639,
282881153993,3422,37514,6442,9813,10631,14181,17498,19274,22205,25342,28335,
282881653993,17331,35369,17280,18941,19280,19256,19445,22142,25706,25989,29646,
282883153993,3687,45253,5882,9542,11050,14608,17332,45071,45383,45092,45275,
282883653993,12893,33918,13616,13998,14884,14967,18799,21973,22166,30410,32043,
282884653993,7109,36568,7256,8530,17150,17811,19156,19292,25141,25390,34883,
282886153993,13205,36129,48458,49920,13377,13524,16700,19165,24443,26684,31886,
282887153993,5369,34219,5508,7286,11542,13278,17480,20861,32284,34413,33139,
282889153993,4395,36707,5462,8826,10306,14547,17885,20407,22692,27456,28439,
282889653993,102180,127598,133246,132967,131312,135795,136328,135674,135055,136533,136933,
282890153993,3996,34390,6884,8316,28372,28284,29428,29264,29577,29806,29918,
282891153993,8205,40390,40491,11729,12526,14400,16490,21732,22393,25746,30285,
282893653993,5472,34860,5918,9568,10422,13730,16533,24785,25877,26071,28599,
282899653993,6298,37933,6481,8260,10793,15613,17667,23177,24863,25985,30959,
282900153993,6294,39980,39918,13596,13418,14416,22895,23728,24872,25910,29304,
282901153993,5919,36417,6491,9742,11079,15781,16974,19090,22131,25216,28185,
282901653993,16057,50957,16391,16548,16722,16808,20005,22480,23709,29154,31149,
282904653993,9425,42279,42986,10807,17065,17386,19406,22343,22888,25856,31506,
282906153993,3884,37402,6814,10139,12779,13628,20663,21730,24881,29821,31579,
282906653993,5169,36517,5315,8734,11854,14470,19171,19771,21962,27753,28205,
282907153993,5831,33623,36764,16478,18544,18396,18488,20348,26775,27004,31355,
282907653993,5856,35678,6125,11156,12196,24922,26148,26362,26704,27452,30776,
282908153993,6129,35451,37581,9759,12901,15861,18833,19771,23205,25073,29775,
282908653993,5923,35153,6227,9677,10428,14779,17628,23871,24096,25410,29454,
282911153993,8550,35473,45453,8772,12400,13596,23392,24895,27399,27543,28381,
282913153993,3879,33362,7325,8245,11075,14940,24431,22619,24597,31171,31360,
282913653993,13181,44143,13806,14453,14096,15685,19175,20269,25584,26063,28814,
282914653993,17131,35708,16684,17489,17614,17732,19160,20841,25255,25519,33532,
282915153993,13679,34815,45507,16124,16317,16692,16920,22834,23567,30220,30438,
282915653993,5585,141202,5899,8853,17833,18866,19618,137531,138242,138573,143096,
282916153993,7989,51328,52703,8910,13428,14780,17755,19388,22151,25172,28172,
282916653993,7361,36255,7510,9416,10685,13259,18827,19191,22246,25251,28246,
