,W-0,R-0,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,
280278335236,1,2,1,1,1,1,1,1,1,1,1,
280279835236,1,2,1,1,1,1,1,1,1,1,1,
280280835236,1,2,2,2,2,1,1,1,1,1,1,
280281835236,1,2,1,1,1,1,1,1,1,1,1,
280282835236,1,2,1,1,1,1,1,1,1,1,1,
280283335236,1,1,1,1,1,1,1,1,1,1,1,
280283835236,1,2,1,1,1,1,1,1,1,1,1,
280284335236,1,2,2,1,1,1,1,1,1,1,1,
280284835236,1,2,1,1,1,1,1,1,1,1,1,
280285335236,1,2,2,2,2,2,1,1,1,1,1,
280286835236,1,2,1,1,1,1,1,1,1,1,1,
280287835236,1,2,1,1,1,1,1,1,1,1,1,
280288335236,1,2,1,1,1,1,1,1,1,1,1,
280288835236,1,2,1,1,1,1,1,1,1,1,1,
280289335236,1,2,1,1,1,1,1,1,1,1,1,
280289835236,1,2,1,1,1,1,1,1,1,1,1,
280290335236,1,2,1,1,1,1,1,1,1,1,1,
280290835236,1,2,1,1,1,1,1,1,1,1,1,
280291835236,1,2,1,1,1,1,1,1,1,1,1,
280292335236,1,2,1,1,1,1,1,1,1,1,1,
280292835236,1,2,1,1,1,1,1,1,1,1,1,
280293335236,1,2,1,1,1,1,1,1,1,1,1,
280294335236,1,2,1,1,1,1,1,1,1,1,1,
280295335236,1,2,1,1,1,1,1,1,1,1,1,
280295835236,1,2,1,1,1,1,1,1,1,1,1,
280297835236,1,2,1,1,1,1,1,1,1,1,1,
280298335236,1,2,1,1,1,1,1,1,1,1,1,
280298835236,1,2,1,1,1,1,1,1,1,1,1,
280299335236,1,2,1,1,1,1,1,1,1,1,1,
280299835236,1,2,1,1,1,1,1,1,1,1,1,
280302335236,1,2,1,1,1,1,1,1,1,1,1,
280303335236,1,2,1,1,1,1,1,1,1,1,1,
280303835236,1,2,1,1,1,1,1,1,1,1,1,
280304335236,1,2,1,1,1,1,1,1,1,1,1,
280304835236,1,2,1,1,1,1,1,1,1,1,1,
