,W-0,R-0,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,
282560653993,1,2,2,2,2,2,2,2,1,1,1,
282562153993,1,2,2,1,1,1,1,1,1,1,1,
282563153993,1,2,2,1,1,1,1,1,1,1,1,
282564153993,1,2,1,1,1,1,1,1,1,1,1,
282565153993,1,2,1,1,1,1,1,1,1,1,1,
282565653993,1,2,1,1,1,1,1,1,1,1,1,
282566153993,1,2,1,1,1,1,1,1,1,1,1,
282566653993,1,2,2,1,1,1,1,1,1,1,1,
282567153993,1,2,2,1,1,1,1,1,1,1,1,
282567653993,1,2,1,1,1,1,1,1,1,1,1,
282569153993,1,2,2,1,1,1,1,1,1,1,1,
282570153993,1,1,1,1,1,1,1,1,1,1,1,
282570653993,1,2,2,1,1,1,1,1,1,1,1,
282571153993,1,2,2,1,1,1,1,1,1,1,1,
282571653993,1,2,1,1,1,1,1,1,1,1,1,
282572153993,1,2,1,1,1,1,1,1,1,1,1,
282572653993,1,2,2,1,1,1,1,1,1,1,1,
282573153993,1,2,2,1,1,1,1,1,1,1,1,
282574153993,1,2,2,1,1,1,1,1,1,1,1,
282574653993,1,2,1,1,1,1,1,1,1,1,1,
282575153993,1,2,2,2,2,2,1,1,1,1,1,
282575653993,1,2,1,1,1,1,1,1,1,1,1,
282576653993,1,2,1,1,1,1,1,1,1,1,1,
282577653993,1,2,2,1,1,1,1,1,1,1,1,
282578153993,1,2,1,1,1,1,1,1,1,1,1,
282580153993,1,2,2,1,1,1,1,1,1,1,1,
282580653993,1,2,1,1,1,1,1,1,1,1,1,
282581153993,1,2,2,1,1,1,1,1,1,1,1,
282581653993,1,2,1,1,1,1,1,1,1,1,1,
282582153993,1,2,2,1,1,1,1,1,1,1,1,
282584653993,1,2,1,1,1,1,1,1,1,1,1,
282585653993,1,2,2,1,1,1,1,1,1,1,1,
282586153993,1,2,1,1,1,1,1,1,1,1,1,
282586653993,1,2,2,1,1,1,1,1,1,1,1,
282587153993,1,2,1,1,1,1,1,1,1,1,1,
282587653993,1,2,1,1,1,1,1,1,1,1,1,
282588653993,1,2,2,1,1,1,1,1,1,1,1,
282589153993,1,2,1,1,1,1,1,1,1,1,1,
282589653993,1,1,1,1,1,1,1,1,1,1,1,
282591653993,1,2,1,1,1,1,1,1,1,1,1,
282592153993,1,2,1,1,1,1,1,1,1,1,1,
282593653993,1,2,1,1,1,1,1,1,1,1,1,
282594153993,1,2,1,1,1,1,1,1,1,1,1,
282594653993,1,2,2,1,1,1,1,1,1,1,1,
282595153993,1,2,1,1,1,1,1,1,1,1,1,
282596153993,1,2,1,1,1,1,1,1,1,1,1,
282597653993,1,2,2,1,1,1,1,1,1,1,1,
282598153993,1,2,2,1,1,1,1,1,1,1,1,
282598653993,1,1,1,1,1,1,1,1,1,1,1,
282599653993,1,2,2,1,1,1,1,1,1,1,1,
282601153993,1,2,2,1,1,1,1,1,1,1,1,
282602153993,1,2,1,1,1,1,1,1,1,1,1,
282603653993,1,2,2,2,2,2,2,2,2,2,2,
282604153993,1,2,1,1,1,1,1,1,1,1,1,
282605153993,1,2,2,1,1,1,1,1,1,1,1,
282605653993,1,2,1,1,1,1,1,1,1,1,1,
282607153993,1,2,1,1,1,1,1,1,1,1,1,
282607653993,1,2,2,1,1,1,1,1,1,1,1,
282608153993,1,2,1,1,1,1,1,1,1,1,1,
282608653993,1,2,2,1,1,1,1,1,1,1,1,
282610653993,1,2,1,1,1,1,1,1,1,1,1,
282612653993,1,2,2,1,1,1,1,1,1,1,1,
282613153993,1,2,1,1,1,1,1,1,1,1,1,
282614653993,1,2,1,1,1,1,1,1,1,1,1,
