,W-0,R-0,R-1,R-2,R-3,R-4,R-5,R-6,R-7,R-8,R-9,
280278835236,1,2,1,1,1,1,1,1,1,1,1,
280279335236,1,2,1,1,1,1,1,1,1,1,1,
280280335236,1,2,1,1,1,1,1,1,1,1,1,
280281335236,1,2,1,1,1,1,1,1,1,1,1,
280282335236,1,2,1,1,1,1,1,1,1,1,1,
280285835236,1,2,1,1,1,1,1,1,1,1,1,
280286335236,1,1,1,1,1,1,1,1,1,1,1,
280287335236,1,2,1,1,1,1,1,1,1,1,1,
280291335236,1,2,1,1,1,1,1,1,1,1,1,
280293835236,1,2,1,1,1,1,1,1,1,1,1,
280294835236,1,2,1,1,1,1,1,1,1,1,1,
280296335236,1,2,1,1,1,1,1,1,1,1,1,
280296835236,1,2,1,1,1,1,1,1,1,1,1,
280297335236,1,2,1,1,1,1,1,1,1,1,1,
280300335236,1,2,1,1,1,1,1,1,1,1,1,
280300835236,1,2,1,1,1,1,1,1,1,1,1,
280301335236,1,2,1,1,1,1,1,1,1,1,1,
280301835236,1,2,1,1,1,1,1,1,1,1,1,
280302835236,1,2,1,1,1,1,1,1,1,1,1,
280305835236,1,2,1,1,1,1,1,1,1,1,1,
280307835236,1,2,1,1,1,1,1,1,1,1,1,
280308335236,1,1,1,1,1,1,1,1,1,1,1,
280308835236,1,2,1,1,1,1,1,1,1,1,1,
280310335236,1,2,1,1,1,1,1,1,1,1,1,
280310835236,1,2,1,1,1,1,1,1,1,1,1,
280313335236,1,2,1,1,1,1,1,1,1,1,1,
280314335236,1,2,1,1,1,1,1,1,1,1,1,
280314835236,1,2,1,1,1,1,1,1,1,1,1,
280316835236,1,2,1,1,1,1,1,1,1,1,1,
280317835236,1,2,1,1,1,1,1,1,1,1,1,
280318335236,1,2,1,1,1,1,1,1,1,1,1,
280319335236,1,2,1,1,1,1,1,1,1,1,1,
280320335236,1,2,1,1,1,1,1,1,1,1,1,
280320835236,1,2,1,1,1,1,1,1,1,1,1,
280322335236,1,2,1,1,1,1,1,1,1,1,1,
280323835236,1,2,1,1,1,1,1,1,1,1,1,
280324335236,1,2,2,1,1,1,1,1,1,1,1,
280326835236,1,2,1,1,1,1,1,1,1,1,1,
280327335236,1,2,1,1,1,1,1,1,1,1,1,
280327835236,1,2,1,1,1,1,1,1,1,1,1,
280328835236,1,2,1,1,1,1,1,1,1,1,1,
280329335236,1,2,1,1,1,1,1,1,1,1,1,
280329835236,1,2,1,1,1,1,1,1,1,1,1,
280331335236,1,2,1,1,1,1,1,1,1,1,1,
280331835236,1,2,1,1,1,1,1,1,1,1,1,
280332835236,1,2,1,1,1,1,1,1,1,1,1,
280333335236,1,2,1,1,1,1,1,1,1,1,1,
280334335236,1,2,1,1,1,1,1,1,1,1,1,
280334835236,1,2,1,1,1,1,1,1,1,1,1,
280335335236,1,2,1,1,1,1,1,1,1,1,1,
280335835236,1,2,1,1,1,1,1,1,1,1,1,
280337335236,1,2,1,1,1,1,1,1,1,1,1,
280339335236,1,2,1,1,1,1,1,1,1,1,1,
280340335236,1,2,1,1,1,1,1,1,1,1,1,
280340835236,1,2,1,1,1,1,1,1,1,1,1,
280341335236,1,2,1,1,1,1,1,1,1,1,1,
280341835236,1,2,1,1,1,1,1,1,1,1,1,
280343335236,1,2,1,1,1,1,1,1,1,1,1,
280345835236,1,2,2,1,1,1,1,1,1,1,1,
280346335236,1,2,1,1,1,1,1,1,1,1,1,
280346835236,1,2,1,1,1,1,1,1,1,1,1,
280347835236,1,2,1,1,1,1,1,1,1,1,1,
280348835236,1,2,1,1,1,1,1,1,1,1,1,
280349335236,1,2,1,1,1,1,1,1,1,1,1,
280349835236,1,2,1,1,1,1,1,1,1,1,1,
280350335236,1,2,1,1,1,1,1,1,1,1,1,
280351335236,1,2,1,1,1,1,1,1,1,1,1,
280352835236,1,2,1,1,1,1,1,1,1,1,1,
280353335236,1,1,1,1,1,1,1,1,1,1,1,
280353835236,1,2,1,1,1,1,1,1,1,1,1,
280354335236,1,2,1,1,1,1,1,1,1,1,1,
280355835236,1,2,1,1,1,1,1,1,1,1,1,
280356835236,1,2,1,1,1,1,1,1,1,1,1,
280357335236,1,2,1,1,1,1,1,1,1,1,1,
280357835236,1,2,1,1,1,1,1,1,1,1,1,
280358335236,1,2,1,1,1,1,1,1,1,1,1,
280359335236,1,2,1,1,1,1,1,1,1,1,1,
280359835236,1,2,1,1,1,1,1,1,1,1,1,
280363835236,1,2,1,1,1,1,1,1,1,1,1,
280364335236,1,2,1,1,1,1,1,1,1,1,1,
280366335236,1,2,1,1,1,1,1,1,1,1,1,
280366835236,1,2,1,1,1,1,1,1,1,1,1,
280367335236,1,2,1,1,1,1,1,1,1,1,1,
280367835236,1,2,1,1,1,1,1,1,1,1,1,
280369335236,1,2,1,1,1,1,1,1,1,1,1,
280370335236,1,2,1,1,1,1,1,1,1,1,1,
280372835236,1,2,1,1,1,1,1,1,1,1,1,
280373335236,1,2,1,1,1,1,1,1,1,1,1,
280373835236,1,2,1,1,1,1,1,1,1,1,1,
280374335236,1,2,1,1,1,1,1,1,1,1,1,
280375335236,1,2,1,1,1,1,1,1,1,1,1,
280375835236,1,2,1,1,1,1,1,1,1,1,1,
280376335236,1,2,1,1,1,1,1,1,1,1,1,
280379835236,1,2,1,1,1,1,1,1,1,1,1,
280380335236,1,2,1,1,1,1,1,1,1,1,1,
280381335236,1,2,1,1,1,1,1,1,1,1,1,
280383835236,1,2,1,1,1,1,1,1,1,1,1,
280384335236,1,2,1,1,1,1,1,1,1,1,1,
280385835236,1,2,1,1,1,1,1,1,1,1,1,
280386835236,1,2,1,1,1,1,1,1,1,1,1,
280387335236,1,2,1,1,1,1,1,1,1,1,1,
280387835236,1,2,1,1,1,1,1,1,1,1,1,
280388835236,1,2,1,1,1,1,1,1,1,1,1,
280389835236,1,2,1,1,1,1,1,1,1,1,1,
280390835236,1,2,2,1,1,1,1,1,1,1,1,
280392335236,1,2,1,1,1,1,1,1,1,1,1,
280392835236,1,2,2,1,1,1,1,1,1,1,1,
280393835236,1,2,1,1,1,1,1,1,1,1,1,
280394335236,1,2,1,1,1,1,1,1,1,1,1,
280394835236,1,2,1,1,1,1,1,1,1,1,1,
280395335236,1,2,1,1,1,1,1,1,1,1,1,
280396335236,1,2,1,1,1,1,1,1,1,1,1,
280397335236,1,2,1,1,1,1,1,1,1,1,1,
280397835236,1,2,2,2,1,1,1,1,1,1,1,
280398335236,1,2,1,1,1,1,1,1,1,1,1,
280398835236,1,2,1,1,1,1,1,1,1,1,1,
280401335236,1,2,1,1,1,1,1,1,1,1,1,
280401835236,1,2,1,1,1,1,1,1,1,1,1,
280403835236,1,2,1,1,1,1,1,1,1,1,1,
280404335236,1,2,1,1,1,1,1,1,1,1,1,
280404835236,1,2,1,1,1,1,1,1,1,1,1,
280405835236,1,2,1,1,1,1,1,1,1,1,1,
280406335236,1,2,1,1,1,1,1,1,1,1,1,
280410335236,1,2,1,1,1,1,1,1,1,1,1,
280410835236,1,2,1,1,1,1,1,1,1,1,1,
280411835236,1,2,1,1,1,1,1,1,1,1,1,
280414335236,1,2,1,1,1,1,1,1,1,1,1,
280415335236,1,2,1,1,1,1,1,1,1,1,1,
